id_shop,manufacturer_name,meta_description,meta_title,price,id_category_default,description,id_product,product_link,quantity,id_shop_default,reference,id_manufacturer,meta_keywords,ag4,ag6,ag13,ag11,picture_link,price_with_tax,ag7,ft13,active,name,ft10,ft17,ft15,ft9,ft12,ft11,ft8,description_short,ft14,ft16,show_price,ag9,ag8,ag5,ag10,ag12
1,Mobil1,Mobil1 ,CityMotors | Mobil1,150.00,7,"Mobil 1™ является лидирующей в мире маркой синтетического моторного масла, обеспечивающего наивысшие эксплуатационные характеристики и защиту. Полностью синтетическое моторное масло Mobil 1 0W‑40 European Car Formula (Северная Америка) или Protection Formula (другие географические регионы мира) разработано для новейших бензиновых и дизельных двигателей (без дизельных сажевых фильтров) и демонстрирует отличные  эксплуатационные свойства. Оно обеспечивает исключительную эффективность очистки, защиты от износа и другие важные эксплуатационные качества. С маслом Mobil 1 0W‑40 двигатель работает как новый в любых условиях вождения.Спецификации и одобренияMobil 1 0W-40 превосходит следующие требования или соответствует им:  API SN/SM/SL/SJACEA A3/B3, A3/B4Nissan GT-R Mobil 1 0W-40 имеет следующие одобрения производителей оборудования к применению:  MB 229.3MB 229.5BMW LONGLIFE OIL 01VW 502 00/505 00PORSCHE A40 Mobil 1 0W40 обладает следующим уровнем свойств согласно данным ExxonMobil:  API CFVW 503 01SAABOPEL Long Life Service Fill GM-LL-A-025OPEL Diesel Service Fill GM-LL-B-025FIAT 9.55535 - M2FIAT 9.55535 - N2FIAT 9.55535 - Z2",8,http://shop.citymotors.com.ua/index.php?id_product=8&controller=product,5,1,6088,3,"моторное масло,синтетическое масло,mobil 1,автомобильное масло",,,,,http://shop.citymotors.com.ua/img/p/1/4/9/149-thickbox_default.jpg,150.00,,,1,Моторное масло Mobil 1 0w40 1л,,,,,,,,Mobil 1 0W‑40 European Car Formula (Северная Америка) или Protection Formula (другие географические регионы мира) разработано для новейших бензиновых и дизельных двигателей (без дизельных сажевых фильтров) и демонстрирует отличные  эксплуатационные свойства.,,,1,,,,,
1,Aral,Aral,CityMotors | Aral,135.00,7,"Моторное масло Aral SuperTronic G (Mercedes Benz, BMW, Opel/GM) 0w-30  – это автомобильное масло, разработанное на основе последних технологий и в соответствии с международными стандартами.Масло Aral SuperTronic G изготовлено специально для бензиновых двигателей последних моделей Mercedes, BMW и Opel/GM. Благодаря новейшим технологиям, это полностью синтетическое автомобильное масло обеспечивает стабильную и четкую работу двигателя и всех его механизмов. Характеристика:Значительно снижает потребление топливаОчищает двигатель и его детали от различных нерастворимых загрязнений и обеспечивает антикоррозийное действиеДает легкий старт даже при максимально низких температурах воздухаЗащищает двигатель и все его составляющие от износа Спецификации и допуски:АСЕА A3/B3/B4;API SL/CF;MB 229.5 і 229.3;Opel GM-LL-A-025, Opel GM-LL-B-025;VW 502 00 и 505 00 (1/97), 503 01 (9/99);BMW Longlife-01;",9,http://shop.citymotors.com.ua/index.php?id_product=9&controller=product,5,1,5607,4,aral,,,,,http://shop.citymotors.com.ua/img/p/2/8/28-thickbox_default.jpg,135.00,,,1,Aral 0w30 SuperTronic G 1л,,,,,,,,"Моторное масло Aral SuperTronic G (Mercedes Benz, BMW, Opel/GM) 0w-30  – это автомобильное масло, разработанное на основе последних технологий и в соответствии с международными стандартами.",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,125.00,7,"Aral SuperTronic SAE 0W-40 - полностью синтетическое моторное масло элитного класса в первую очередь для самых современных моделей Merecedes-Benz и BMW, особенно дизельных, которые оснащены сажевым фильтром и соответствуют нормам Euro IV. Низкая сульфатная зольность и минимальное содержание фосфора и серы (Aral Low SAPS-Technology) гарантирует максимальный ресурс таких фильтров. Превышает требования других производителей и стандарты, например Porsche. Кроме того, Aral рекомендует данное масло для двигателей, которые работают на сжатом или сжиженном газе. Новая технология присадок обеспечивает несравненную защиту от износа и чистоту двигателя даже во время удлиненных интервалов замены. Обеспечивает существенную экономию топлива (около 10% на холодном двигателе, в середньому 3% по сравнению с маслом вязкости SAE 15W-40). Рекомендовано и используется фирмой Brabus, двигатели которой имеют мощность до 800 л.с. и крутящий момент больше 1400 Нм. Температура застывания -48° С и низкотемпературные вязкостные характеристики этого масла гарантируют запуск двигателя при любых морозах. Показатель сульфатной золы 0,73%. Спецификации:ACEA A3/B3, A3/B4, C2, C3;API SM/CF. Допуски:MВ 229.31, 229.51;BMW Longlife-04;Porsche A40;VW 502 00/505 00;Fiat 9.55535-S2.",10,http://shop.citymotors.com.ua/index.php?id_product=10&controller=product,5,1,5608,4,aral supertronic 0w-40,,,,,http://shop.citymotors.com.ua/img/p/2/9/29-thickbox_default.jpg,125.00,,,1,Aral 0W-40 SuperTronic 1л,,,,,,,,"Aral SuperTronic SAE 0W-40 - полностью синтетическое моторное масло элитного класса в первую очередь для самых современных моделей Merecedes-Benz и BMW, особенно дизельных, которые оснащены сажевым фильтром и соответствуют нормам Euro IV. ",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,90.00,7,"Моторное масло Aral BlueTronic 10w-40 – высокоэффективное моторное масло наивысшего класса, изготовленное на основе специальной технологии Aral-синтеза. Отличается прекрасным соотношением цена/качество. Отвечает требованиям большого количества имеющихся на рынке современных бензиновых и дизельных двигателей, потому имеет широкий спрос и популярность. Используется тюнинговой фирмой Brabus как масло первой заливки на заводе, которое потом согласно инструкции должен быть заменено на Aral Supertronic 0W-40.Разработано специально как для дизельных, так и для бензиновых двигателей. Благодаря своим уникальным свойствам моторное масло Aral Blue Tronuc широко используется в автомобильной  индустрии. Этот продукт универсален в применении и изготовлен в соответствии со всеми требованиями и стандартами производства автомобильных моторных масел, одобрен концерном VAG (Volkswagen Audi Group) и Даймлер - Крайслер для автомобилей Mercedes – Benz. Характеристика: Масло содержит антинагарные и антиокислительные присадки. Обеспечивает максимальную чистоту деталей двигателя. Обладает низким расходом на угар (экологичность). Спецификации:ACEA A3/B4; API SL/CF;Допуски:VW 501 01/505 00;MВ 229.1;",11,http://shop.citymotors.com.ua/index.php?id_product=11&controller=product,5,1,5610,4,"моторное масло,синтетическое масло,aral,автомобильное масло",,,,,http://shop.citymotors.com.ua/img/p/3/1/31-thickbox_default.jpg,90.00,,,1,Aral 10w40 BlueTronic 1л,,,,,,,,"Моторное масло Aral BlueTronic 10w-40 – высокоэффективное моторное масло наивысшего класса, изготовленное на основе специальной технологии Aral-синтеза. Отличается прекрасным соотношением цена/качество.",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,1160.00,7,"С формулой защиты двигателя XMF eXtra-MotorSchutz-Formel. Позволяет увеличить интервал замены до 120 000 км (см. рекомендации производителя). Снижает трение и выдерживает максимальные нагрузки. Способствует легкому пуску, перкрасно показывет себя в работе на топливе с высоким содержанием серы. Не применять в бензиновых двигателях! Спецификации:ACEA E4, E3;API CF; Допуски:MB 228.5;MAN M 3277;Renault RXD / RLD-2;Voith- Retarder клас B;Volvo VDS-2",13,http://shop.citymotors.com.ua/index.php?id_product=13&controller=product,5,1,5614,4,"моторное масло,синтетическое масло,aral,автомобильное масло",,,,,http://shop.citymotors.com.ua/img/p/3/6/36-thickbox_default.jpg,1160.00,,,1,Aral 10W-40 MegaTurboral 20л,,,,,,,,Моторное масло Aral MegaTurboral 10W-40 класса USHPD. Изготовлено на основе специальной технологии Aral-синтеза для примнения в дизельных двигателях грузовых автомобилей последнего поколения. ,,,1,,,,,
1,Aral,Aral,CityMotors | Aral,75.00,7,"Универсальное моторное масло, изготовленное по технологии Aral-синтеза для смешанного парка автомобилей с дизельными и бензиновыми двигателями (а также с прямым впрыском топлива), с высокоэффективным пакетом присадок, позволяющим обеспечить экономию топлива. Обеспечивает легкий запуск двигателя в зимний период. Эффективно защищает от образования нагара и отложений, выполняет требования EURO II/III для дизельных двигателей и особые требования для двигателей пассажирских автомобилей.Aral Turboral SAE10W-40 — всесезонное синтетическое моторное масло, предназначенное для использования в двигателях легковых и грузовых автомобилей. Обеспечивает лёгкий запуск мотора в зимнее время года и экономию топлива, а также позволяет избежать возникновения отложений и нагара. Спецификации: ACEA A3/B3, A3/B4, E3, E5, E7;API CI-4/SL; Допуски: MB 228.3/ 229.1/ 235.28;MAN M 3275-1;Volvo VDS-2;Renault RLD;DAF HP-1/HP-2;MTU (тип 2);Caterpillar ECF-2;Cummins CES 20076, CES 20077, CES 20078;Voith Retarder класс B;",14,http://shop.citymotors.com.ua/index.php?id_product=14&controller=product,10,1,5616,4,"моторное масло,синтетическое масло,aral,автомобильное масло",,,,,http://shop.citymotors.com.ua/img/p/3/8/38-thickbox_default.jpg,75.00,,,1,Aral 10W-40 Turboral 1л,,,,,,,,"Универсальное моторное масло, изготовленное по технологии Aral-синтеза для смешанного парка автомобилей с дизельными и бензиновыми двигателями (а также с прямым впрыском топлива), с высокоэффективным пакетом присадок, позволяющим обеспечить экономию топлива. Обеспечивает легкий запуск двигателя в зимний период.",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,100.00,7,"Моторное масло Aral HighTronic F (Ford, Chrysler, Land Rover) 5w-30 – специальное низковязкостное моторное масло высшего класса для бензиновых и дизельных двигателей, разработанное по технологии Aral-синтеза согласно требований Ford, Volvo, Jaguar та Land Rover. Отличается особенно низкой вязкостью при высокой скорости сдвига (HTHS менее 3,5 мПа*с). Способствует экономии топлива, соответствуя норме ACEA A5/B5 (также предыдущей A1/B1) и самому высокому стандарту американско-японского комитета по стандартизации масел ILSAC GF-4. Рекомендовано для использования во многих марках автомобилей с бензиновым или же дизельным типом двигателя. Уникальные технологии по производству автомобильного моторного масла немецким концерном Aral, дают возможность экономить топливо и отлично работать двигателю автомобиля при любых погодных условиях. Характеристика: Отличная степень вязкости обеспечивает легкий старт при низких температурах воздуха. Синтетическая основа масла Aral High Tronic F способствует значительно уменьшить расход топлива автомобиля, а также выполняет функцию очистки двигателя от коррозии и различных загрязнений. Технические свойства: Выполняет требования ведущих автопроизводителей: Ford, Chrysler, Citroen, Range Rover (бенз. и диз. двигатели), Renault, Fiat, Jaguar (бенз. и диз. двигатели). Cпособствует главным образом экономии топлива и защите окружающей среды. Обеспечивает отличные смазочные свойства, оптимальную стабильность вязкости (HTHS менее 3,5mPa*s), защиту от износа, а значит, долгую работоспособность двигателя на коротких и длинных дистанциях (интервалы замены масла выполнять в соответствии с требованиями производителей). Спецификации:ACEA A1/B1, A5/B5; API SL/CF;ILSAC GF-4; Допуски:Ford WSS-M2C913-A, Ford WSS-M2C913-B, Ford WSS-M2C913-C",15,http://shop.citymotors.com.ua/index.php?id_product=15&controller=product,5,1,5623,4,"моторное масло,синтетическое масло,aral,автомобильное масло",,,,,http://shop.citymotors.com.ua/img/p/4/3/43-thickbox_default.jpg,100.00,,,1,Aral 5W-30 HighTronic F 1л,,,,,,,,"Моторное масло Aral HighTronic F (Ford, Chrysler, Land Rover) 5w-30 – специальное низковязкостное моторное масло высшего класса для бензиновых и дизельных двигателей, разработанное по технологии Aral-синтеза согласно требований Ford, Volvo, Jaguar та Land Rover. Отличается особенно низкой вязкостью при высокой скорости сдвига (HTHS менее 3,5 мПа*с).",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,105.00,7,"Моторное масло Aral HighTronic G SAE 5W-30 (Opel/General Motors) – современная низкозольная технология вместе с технологией Aral-синтеза обеспечивают непревзойденную защиту от износа и чистоту двигателя. Кроме того, это масло гарантирует эффективную работу и долгий ресурс сажевого фильтра (DPF). Содержание сульфатной золы - 0,8%.Aral рекомендует HighTronic G SAE 5W-30 для применения там, где предписан допуск General Motors GM dexos2, т.е. для всех автомобилей Opel - дизельных и бензиновых, в т.ч. покрывая предыдущие допуски GM-LL-A-025 и B-025. Технические свойства:Aral HighTronic G создан по новейшей технологии (Aral Synth-Technology + Low Ash-Technology). Обеспечивает превосходную защиту от износа и чистоту двигателя.Кроме того, этот продукт гарантирует эффективную работу и увеличивает срок службы дизельных сажевых фильтров. ARAL рекомендует этот продукт для применения там, где предписан допуск General Motors GM Dexos2, т.е. для всех автомобилей Opel (для бензиновых и дизельных двигателей), в том числе перекрывая предыдущие допуски GM-LL-A-025 и B-025. Спецификация:ACEA A3/B3; A3/B4, C3;API SM / CF;",16,http://shop.citymotors.com.ua/index.php?id_product=16&controller=product,5,1,5624,4,aral hightronic g 5w-30,,,,,http://shop.citymotors.com.ua/img/p/4/4/44-thickbox_default.jpg,105.00,,,1,Aral 5w30 HighTronic G 1л,,,,,,,,"Моторное масло Aral HighTronic G SAE 5W-30 (Opel/General Motors) – современная низкозольная технология вместе с технологией Aral-синтеза обеспечивают непревзойденную защиту от износа и чистоту двигателя. Кроме того, это масло гарантирует эффективную работу и долгий ресурс сажевого фильтра (DPF). ",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,105.00,7,"Моторное масло Aral HighTronic J 5w-30 (Japan, France) – это масло со сниженной высокотемпературной вязкостью средней зольности, созданное по технологии Aral-синтеза для новых азиатских (J - Japan) и французских легковых автомобилей, требующих масел класса ACEA С2 или A1/B1, A5/B5. Совместимо с новыми системами обработки выхлопных газов, такими как сажевый фильтр (DPF). Содержание сульфатной золы - 0,7%.Применяют как для дизельных, так и для бензиновых двигателей. За счет синтетических особенностей моторное масло Aral High Tronic J увеличивает срок замены масла, а также поддерживает рабату двигателя в нужном ритме. Все виды масел этого известного немецкого производителя соответствуют наивысшим мировым стандартам и отвечают всем критериям качества DIN ISO 9001. Характеристика: Масло Aral High Tronic J экономично в потреблении автомобильного топлива. Синтетический состав уменьшает срок замены масла. Даже при низких температурах обеспечивает легкий старт автомобиля. За счет состава смеси масла, детали двигателя меньше поддаются коррозии и различным загрязнениям. Продукт созданный по новейшим современным технологиям ARAL для бензиновых и дизельных двигателей согласно ACEA A1/B1, A5/B5 или C2 для большинства французских и японских автомобилей. Спецификации:ACEA A1/B1, A5/B5, C2;Допуски:PSA B71 2290;",17,http://shop.citymotors.com.ua/index.php?id_product=17&controller=product,10,1,5625,4,aral hightronic j 5w-30,,,,,http://shop.citymotors.com.ua/img/p/4/5/45-thickbox_default.jpg,105.00,,,1,Aral 5W-30 HighTronic J 1л,,,,,,,,"Моторное масло Aral HighTronic J 5w-30 (Japan, France) – это масло со сниженной высокотемпературной вязкостью средней зольности, созданное по технологии Aral-синтеза для новых азиатских (J - Japan) и французских легковых автомобилей.",,,1,,,,,
1,Aral,Aral,CityMotors | Aral,110.00,7,"Aral HighTronic R SAE 5W-30 - это современное низкозольное моторное масло «нормальной» вязкости (HTHS ≥ 3,5 мПа•с), созданное по технологии Aral-синтеза для дизельных двигателей, которые требуют масло класса ACEA C4. Таковыми являются новейшие дизельные Renault. Данное масло гарантирует эффективную работу и долгий ресурс сажевого фильтра DPF. Содержание сульфатной золы - 0,4%. Продукт созданный по новейшим современным технологиям ARAL для дизельных двигателей согласно ACEA C4 для Renault Diesel. Увеличивает эффективность и срок службы современных выхлопных устройств доочистки, подобных сажевым фильтрам. Спецификации:ACEA C4; Допуски:Renault RN0720;",18,http://shop.citymotors.com.ua/index.php?id_product=18&controller=product,10,1,5626,4,aral hightronic r 5w-30,,,,,http://shop.citymotors.com.ua/img/p/4/6/46-thickbox_default.jpg,110.00,,,1,Aral 5w30 HighTronic R 1л,,,,,,,,"Aral HighTronic R SAE 5W-30 - это современное низкозольное моторное масло «нормальной» вязкости (HTHS ≥ 3,5 мПа•с), созданное по технологии Aral-синтеза для дизельных двигателей, которые требуют масло класса ACEA C4.",,,1,,,,,
